,
1,8
2,8
3,9
4,9
5,1
6,15
7,11
8,0
9,0
10,5
11,5
12,15
13,6
14,4
15,4
16,10
17,7
18,0
19,9
20,9
21,5
22,0
23,0
24,9
25,5
26,0
27,5
28,1
29,15
30,13
31,13
32,13
33,10
34,1
35,15
36,1
37,7
38,7
39,15
40,1
41,1
42,1
43,9
44,15
45,11
46,7
47,0
48,7
49,5
50,7
51,5
52,5
53,5
54,7
55,5
56,0
57,3
58,5
59,2
60,10
61,8
62,13
63,6
64,7
65,8
66,5
67,5
68,10
69,2
70,7
71,5
72,1
73,8
74,2
75,11
76,11
77,11
78,11
79,11
80,11
81,6
82,6
83,8
84,1
85,1
86,2
87,2
88,15
89,5
90,5
91,5
92,6
93,12
94,9
95,13
96,2
97,0
98,1
99,6
100,15
101,12
102,5
103,5
104,5
105,4
106,15
107,15
108,6
109,11
110,4
111,0
112,15
113,12
114,4
115,8
116,5
117,10
118,5
119,1
120,9
121,1
122,5
123,11
124,11
125,11
126,11
127,8
128,3
129,10
130,7
131,1
132,11
133,11
134,11
135,5
136,5
137,6
138,2
139,5
140,4
141,4
142,1
143,15
144,1
145,1
146,1
147,10
148,15
149,4
150,1
151,1
152,2
153,5
154,10
155,10
156,5
157,1
158,1
159,1
160,11
161,11
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,1
170,1
171,1
172,1
173,1
174,1
175,1
176,1
177,1
178,5
179,5
180,8
181,4
182,2
183,8
184,0
185,0
186,0
187,0
188,4
189,4
190,11
191,11
192,10
193,3
194,11
195,3
196,7
197,5
198,11
199,5
200,10
201,4
202,2
203,7
204,5
205,4
206,5
207,5
208,1
209,0
210,10
211,4
212,8
213,4
214,0
215,12
216,12
217,12
218,1
219,8
220,11
221,11
222,1
223,2
224,8
225,8
226,15
227,15
228,4
229,15
230,10
231,8
232,15
233,12
234,5
235,1
236,5
237,0
238,0
239,11
240,0
241,11
242,0
243,2
244,9
245,0
246,9
247,8
248,5
249,2
250,4
251,4
252,5
253,15
254,4
255,9
256,5
257,7
258,0
259,5
260,9
261,11
262,4
263,9
264,9
265,9
266,9
267,15
268,0
269,5
270,12
271,2
272,2
273,2
274,9
275,9
276,8
277,9
278,0
279,0
280,3
281,9
282,5
283,8
284,5
285,10
286,5
287,5
288,2
289,3
290,1
291,8
292,1
293,6
294,9
295,0
296,2
297,5
298,2
299,2
300,0
301,10
302,15
303,5
304,2
305,7
306,2
307,3
308,5
309,8
310,7
311,2
312,5
313,2
314,7
315,2
316,10
317,10
318,7
319,2
320,7
321,7
322,7
323,4
324,8
325,5
326,5
327,8
328,10
329,15
330,8
331,5
332,8
333,8
334,8
335,2
336,9
337,9
338,7
339,15
340,10
341,4
342,0
343,0
344,4
345,1
346,8
347,1
348,15
349,4
350,9
351,8
352,8
353,4
354,8
355,11
356,4
357,6
358,3
359,0
360,6
361,15
362,5
363,8
364,15
365,9
366,2
367,11
368,8
369,0
370,0
371,0
372,12
373,15
374,0
375,2
376,12
377,9
378,8
379,0
380,0
381,0
382,11
383,0
384,12
385,9
386,9
387,9
388,6
389,1
390,5
391,9
392,9
393,0
394,5
395,9
396,1
397,0
398,0
399,15
400,5
401,15
402,0
403,15
404,0
405,5
406,5
407,9
408,0
409,0
410,8
411,2
412,5
413,5
414,4
415,5
416,5
417,5
418,5
419,5
420,5
421,6
422,5
423,5
424,5
425,9
426,9
427,5
428,4
429,0
430,0
431,5
432,1
433,8
434,0
435,0
436,8
437,15
438,0
439,1
440,5
441,0
442,1
443,1
444,4
445,11
446,3
447,11
448,11
449,11
450,11
451,11
452,11
453,11
454,11
455,11
456,11
457,11
458,11
459,1
460,5
461,8
462,15
463,15
464,8
465,11
466,1
467,0
468,5
469,11
470,2
471,2
472,2
473,2
474,1
475,5
476,5
477,2
478,2
479,3
480,0
481,2
482,5
483,5
484,5
485,0
486,7
487,2
488,2
489,5
490,5
491,0
492,0
493,5
494,5
495,5
496,15
497,5
498,5
499,5
500,5
501,2
502,8
503,2
504,7
505,2
506,1
507,7
508,2
509,7
510,7
511,2
512,10
513,0
514,5
515,2
516,12
517,6
518,12
519,7
520,5
521,5
522,2
523,2
524,1
525,5
526,6
527,5
528,2
529,6
530,13
531,13
532,5
533,1
534,2
535,11
536,11
537,12
538,0
539,4
540,4
541,2
542,13
543,6
544,1
545,5
546,6
547,5
548,2
549,15
550,5
551,1
552,9
553,9
554,9
555,15
556,10
557,9
558,0
559,11
560,8
561,15
562,11
563,11
564,11
565,11
566,15
567,11
568,0
569,9
570,9
571,15
572,6
573,9
574,9
575,9
576,9
577,8
578,11
579,11
580,15
581,11
582,13
583,15
584,15
585,11
586,11
587,11
588,15
589,11
590,0
591,6
592,9
593,0
594,15
595,13
596,11
597,11
598,1
599,3
600,12
601,13
602,13
603,15
604,15
605,15
606,15
607,15
608,8
609,12
610,15
611,13
612,11
613,15
614,15
615,0
616,13
617,14
618,13
619,14
620,1
621,6
622,0
623,15
624,15
625,15
626,15
627,15
628,0
629,13
630,13
631,13
632,15
633,12
634,15
635,15
636,13
637,13
638,15
639,13
640,15
641,13
642,11
643,11
644,10
645,10
646,11
647,11
648,1
649,12
650,15
651,15
652,1
653,13
654,13
655,13
656,15
657,13
658,15
659,15
660,13
661,15
662,4
663,15
664,7
665,7
666,12
667,13
668,13
669,13
670,15
671,11
672,11
673,11
674,11
675,13
676,15
677,15
678,15
679,13
680,1
681,15
682,4
683,6
684,13
685,13
686,15
687,14
688,0
689,13
690,15
691,15
692,4
693,5
694,12
695,12
696,6
697,8
698,15
699,1
700,5
701,10
702,10
703,10
704,8
705,15
706,0
707,5
708,5
709,5
710,0
711,5
712,6
713,15
714,10
715,10
716,12
717,10
718,15
719,6
720,15
721,15
722,9
723,9
724,15
725,0
726,15
727,10
728,10
729,0
730,10
731,10
732,10
733,15
734,10
735,10
736,10
737,10
738,10
739,10
740,10
741,10
742,10
743,10
744,15
745,9
746,5
747,6
748,1
749,1
750,6
751,15
752,15
753,7
754,7
755,7
756,15
757,8
758,13
759,15
760,13
761,1
762,3
763,1
764,8
765,5
766,7
767,12
768,10
769,7
770,15
771,13
772,13
773,13
774,13
775,15
776,5
777,5
778,15
779,7
780,8
781,15
782,1
783,12
784,3
785,0
786,11
787,13
788,6
789,12
790,1
791,1
792,13
793,13
794,15
795,1
796,1
797,13
798,6
799,5
800,4
801,5
802,6
803,7
804,7
805,7
806,7
807,1
808,15
809,15
810,15
811,15
812,4
